,Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,Policy area,Subject,Final vote?,Am No.,Author,RCV,Vote,Yes,No,Abs,ECR,EPP,Greens/EFA,IDG,NI,REG,S&D,The Left,ECR%,EPP%,Greens/EFA%,IDG%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
4663,4664,57,10,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph  1, intro",0.0,225,S&D,RCV,-,288,330,71,0,16,5,1,15,86,141,24,0.0,0.088,0.068,0.014,0.263,0.796,0.916,0.585,0,0,1,0
4664,4665,57,11,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph  1, intro",0.0,59,committee,RCV,+,627,56,6,53,172,69,24,28,101,141,39,0.855,0.945,0.932,0.329,0.491,0.935,0.916,0.951,1,0,0,0
4665,4666,57,12,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, point 1",0.0,226,"S&D, Greens/EFA",RCV,+,365,300,24,0,23,69,0,18,88,133,34,0.0,0.126,0.932,0.0,0.316,0.815,0.864,0.829,0,0,1,0
4666,4667,57,13,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, point 1",0.0,244,ECR,RCV,-,311,330,48,56,170,0,34,17,4,0,30,0.903,0.934,0.0,0.466,0.298,0.037,0.0,0.732,0,1,0,0
4667,4668,57,14,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, after point 1",0.0,234,EUL/NGL,RCV,-,85,523,81,0,1,6,19,17,1,6,35,0.0,0.005,0.081,0.26,0.298,0.009,0.039,0.854,0,0,0,0
4668,4669,57,15,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, point 2",0.0,61,committee,RCV,-,149,460,80,8,6,65,24,8,6,0,32,0.129,0.033,0.878,0.329,0.14,0.056,0.0,0.78,0,0,0,0
4669,4670,57,16,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, point 2",0.0,250,EPP,RCV,+,429,191,69,56,168,2,0,15,16,140,32,0.903,0.923,0.027,0.0,0.263,0.148,0.909,0.78,1,0,0,0
4670,4671,57,17,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, point 3",0.0,238,EUL/NGL,RCV,-,140,509,40,0,9,69,1,14,3,7,37,0.0,0.049,0.932,0.014,0.246,0.028,0.045,0.902,0,0,0,0
4671,4672,57,18,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, point 3",0.0,62,committee,RCV,+,658,29,2,59,172,69,46,32,100,141,39,0.952,0.945,0.932,0.63,0.561,0.926,0.916,0.951,1,0,0,0
4672,4673,57,19,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, point 3",0.0,62,committee,RCV,+,605,76,8,54,169,69,29,31,99,141,13,0.871,0.929,0.932,0.397,0.544,0.917,0.916,0.317,1,0,0,0
4673,4674,57,20,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, after point 3",0.0,231,EUL/NGL,RCV,-,194,488,6,1,12,69,43,25,2,3,39,0.016,0.066,0.932,0.589,0.439,0.019,0.019,0.951,0,0,0,0
4674,4675,57,21,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, point 4",0.0,222,"Renew, S&D, EUL/NGL, Greens/ EFA",RCV,+,397,253,39,6,44,69,0,15,99,139,25,0.097,0.242,0.932,0.0,0.263,0.917,0.903,0.61,0,0,1,0
4675,4676,57,22,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, point 6",0.0,245,ECR,RCV,+,362,321,6,56,172,5,54,32,6,0,37,0.903,0.945,0.068,0.74,0.561,0.056,0.0,0.902,0,1,0,0
4676,4677,57,23,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, point 8",0.0,70,committee,RCV,+,603,26,60,51,169,69,10,27,101,141,35,0.823,0.929,0.932,0.137,0.474,0.935,0.916,0.854,1,0,0,0
4677,4678,57,24,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, point 8",0.0,70,committee,RCV,+,548,106,35,5,167,69,0,28,101,141,37,0.081,0.918,0.932,0.0,0.491,0.935,0.916,0.902,1,0,0,0
4678,4679,57,25,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, point 9",0.0,246,ECR,RCV,+,346,336,7,57,171,0,55,24,3,0,36,0.919,0.94,0.0,0.753,0.421,0.028,0.0,0.878,0,1,0,0
4679,4680,57,26,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, point 9",0.0,71,committee,RCV,+,599,29,61,58,168,68,3,27,101,139,35,0.935,0.923,0.919,0.041,0.474,0.935,0.903,0.854,1,0,0,0
4680,4681,57,27,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, after point 9",0.0,235,EUL/NGL,RCV,-,89,564,36,2,4,6,22,13,2,3,37,0.032,0.022,0.081,0.301,0.228,0.019,0.019,0.902,0,0,0,0
4681,4682,57,28,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph  1, point 10",0.0,223,"Renew, S&D, EUL/NGL, Greens/ EFA",RCV,+,422,222,45,11,46,67,7,15,97,140,39,0.177,0.253,0.905,0.096,0.263,0.898,0.909,0.951,0,0,1,0
4682,4683,57,29,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Paragraph 2,0.0,247,ECR,RCV,-,290,396,3,62,7,4,63,22,94,1,37,1.0,0.038,0.054,0.863,0.386,0.87,0.006,0.902,0,0,0,0
4683,4684,57,30,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"point a, point i",0.0,,original text,RCV,+,601,72,16,56,168,69,19,30,101,141,17,0.903,0.923,0.932,0.26,0.526,0.935,0.916,0.415,1,0,0,0
4684,4685,57,31,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,point e,0.0,119D,committee,RCV,+,364,271,53,46,156,65,39,20,6,0,32,0.742,0.857,0.878,0.534,0.351,0.056,0.0,0.78,0,1,0,0
4685,4686,57,32,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"point f, point i",0.0,227,"S&D, Greens/ EFA",RCV,+,408,261,20,2,32,69,26,19,91,133,36,0.032,0.176,0.932,0.356,0.333,0.843,0.864,0.878,0,0,1,0
4686,4687,57,33,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"point f, after point i",0.0,251,EPP,RCV,+,582,95,12,56,172,4,45,28,100,140,37,0.903,0.945,0.054,0.616,0.491,0.926,0.909,0.902,1,0,0,0
4687,4688,57,34,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"point g, point i",0.0,130,committee,RCV,+,593,56,40,52,169,69,10,27,96,140,30,0.839,0.929,0.932,0.137,0.474,0.889,0.909,0.732,1,0,0,0
4688,4689,57,35,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"point g, point i",0.0,130,committee,RCV,+,551,109,29,55,168,69,0,25,96,137,1,0.887,0.923,0.932,0.0,0.439,0.889,0.89,0.024,1,0,0,0
4689,4690,57,36,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"point g, point vi",0.0,,original text,RCV,+,655,27,7,56,171,69,52,33,96,139,39,0.903,0.94,0.932,0.712,0.579,0.889,0.903,0.951,1,0,0,0
4690,4691,57,37,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"point g, point vi",0.0,,original text,RCV,+,543,132,14,12,169,69,24,27,90,136,16,0.194,0.929,0.932,0.329,0.474,0.833,0.883,0.39,1,0,0,0
4691,4692,57,38,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"point g, point vii",0.0,,original text,RCV,+,643,42,3,59,172,69,35,28,101,140,39,0.952,0.945,0.932,0.479,0.491,0.935,0.909,0.951,1,0,0,0
4692,4693,57,39,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"point g, point vii",0.0,,original text,RCV,+,572,113,4,55,169,69,2,26,101,139,11,0.887,0.929,0.932,0.027,0.456,0.935,0.903,0.268,1,0,0,0
4693,4694,57,40,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"point g, after point viii",0.0,136,committee,RCV,+,561,87,40,16,168,69,2,27,101,141,37,0.258,0.923,0.932,0.027,0.474,0.935,0.916,0.902,1,0,0,0
4694,4695,57,41,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"point g, point xii",0.0,,original text,RCV,+,644,40,4,61,171,69,33,29,101,141,39,0.984,0.94,0.932,0.452,0.509,0.935,0.916,0.951,1,0,0,0
4695,4696,57,42,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"point g, point xii",0.0,,original text,RCV,+,527,154,8,15,168,69,0,26,100,139,10,0.242,0.923,0.932,0.0,0.456,0.926,0.903,0.244,1,0,0,0
4696,4697,57,43,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"point i, after point vi",0.0,232,EUL/NGL,RCV,-,192,483,14,2,5,69,44,23,2,8,39,0.032,0.027,0.932,0.603,0.404,0.019,0.052,0.951,0,0,0,0
4697,4698,57,44,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"point i, after point vi",0.0,239,EUL/NGL,RCV,-,296,347,46,2,5,69,24,21,4,132,39,0.032,0.027,0.932,0.329,0.368,0.037,0.857,0.951,0,0,1,0
4698,4699,57,45,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"point j, after point i",0.0,178,committee,RCV,+,591,89,9,55,171,69,24,26,96,141,9,0.887,0.94,0.932,0.329,0.456,0.889,0.916,0.22,1,0,0,0
4699,4700,57,46,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"part 1, after point IV",0.0,192,committee,RCV,+,514,86,89,9,168,69,0,25,95,140,8,0.145,0.923,0.932,0.0,0.439,0.88,0.909,0.195,1,0,0,0
4700,4701,57,47,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"part 2, after point 1",0.0,195,committee,RCV,+,563,61,65,55,169,69,0,25,96,141,8,0.887,0.929,0.932,0.0,0.439,0.889,0.916,0.195,1,0,0,0
4701,4702,57,48,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"part 2, after point 1",0.0,196,committee,RCV,+,516,61,112,10,168,69,0,25,95,141,8,0.161,0.923,0.932,0.0,0.439,0.88,0.916,0.195,1,0,0,0
