Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,De,Subject,Final vote?,Am No.,Author,RCV,Vote,Yeas,No,Abs,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
6336,181.0,1,13.03.2014,Internal Security Fund (External borders and visas),***I,Leg,Draft legislative resolution,s,Marinescu ,A7-0025/2014,2011/0365/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0025&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,1.0,,0,RCV,+,439,96,31,20.0,10.0,199.0,1.0,8.0,62.0,139.0,0.0,0.351,0.323,0.729,0.018,0.242,0.747,0.713,0.0,1,0,0,0
6339,181.0,3,13.03.2014,High common level of network and information security,***I,Leg,Draft legislative resolution,s,Schwab ,A7-0103/2014,2013/0027/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0103&language=EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,vote: legislative resolution,1.0,,0,RCV,+,521,22,25,42.0,14.0,201.0,45.0,15.0,64.0,139.0,1.0,0.737,0.452,0.736,0.789,0.455,0.771,0.713,0.029,1,0,0,0
6340,181.0,1,13.03.2014,Union programme in the field of financial reporting and auditing 2014-2020,***I,Leg,Draft legislative resolution,s,Stolojan ,A7-0315/2013,2012/0364/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0315&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,474,28,72,1.0,3.0,202.0,47.0,13.0,65.0,143.0,0.0,0.018,0.097,0.74,0.825,0.394,0.783,0.733,0.0,1,0,0,0
6341,181.0,1,13.03.2014,Radio equipment,***I,Leg,Draft legislative resolution,s,Weiler ,A7-0316/2013, 2012/0283/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0316&language=EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,vote: legislative resolution,1.0,,0,RCV,+,550,12,8,44.0,12.0,200.0,47.0,14.0,65.0,142.0,26.0,0.772,0.387,0.733,0.825,0.424,0.783,0.728,0.743,1,0,0,0
6415,182.0,1,02.04.2014,Computer databases which are part of the surveillance networks in the Member States,***I,Leg,Draft legislative resolution,s, Auconie ,A7-0201/2012,2011/0228/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0201&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,395,216,13,46.0,8.0,224.0,4.0,9.0,67.0,36.0,1.0,0.807,0.258,0.821,0.07,0.273,0.807,0.185,0.029,0,1,0,0
6417,182.0,1,02.04.2014,Imports of rice from Bangladesh,***I,Leg,Draft legislative resolution,s,Murphy ,A7-0304/2013, 2012/0085/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0304&language=EN,Committee on International Trade,International trade,vote: legislative resolution,1.0,,0,RCV,+,599,23,9,43.0,10.0,224.0,53.0,11.0,70.0,159.0,29.0,0.754,0.323,0.821,0.93,0.333,0.843,0.815,0.829,1,0,0,0
6421,182.0,1,02.04.2014,European Year for Development (2015),***I,Leg,Draft legislative resolution,s,Goerens ,A7-0384/2013,2013/0238/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0384&language=EN,Committee on Development,Development ,vote: legislative resolution,1.0,,0,RCV,+,546,48,38,23.0,4.0,229.0,53.0,6.0,69.0,159.0,3.0,0.404,0.129,0.839,0.93,0.182,0.831,0.815,0.086,1,0,0,0
6422,182.0,1,02.04.2014,Space surveillance and tracking support framework,***I,Leg,Draft legislative resolution,s,Andersdotter ,A7-0030/2014, 2013/0064/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0030&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,602,17,10,45.0,17.0,229.0,53.0,15.0,69.0,157.0,17.0,0.789,0.548,0.839,0.93,0.455,0.831,0.805,0.486,1,0,0,0
6423,182.0,1,02.04.2014,"Management of expenditure relating to the food chain, animal health and animal welfare, and relating to plant health and plant reproductive material",***I,Leg,Draft legislative resolution,s,Le Brun,A7-0424/2013, 2013/0169/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0424&language=EN,Committee on Agriculture and Rural Development,Agriculture ,vote: legislative resolution,1.0,,0,RCV,+,548,13,67,46.0,9.0,225.0,6.0,8.0,69.0,158.0,27.0,0.807,0.29,0.824,0.105,0.242,0.831,0.81,0.771,1,0,0,0
6424,182.0,1,02.04.2014,Imports of timber,***I,Leg,Draft legislative resolution,s,Winkler ,A7-0429/2013,2013/0010/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0429&language=EN,Committee on International Trade,International trade,vote: legislative resolution,1.0,,0,RCV,+,604,7,12,45.0,16.0,223.0,53.0,13.0,70.0,157.0,27.0,0.789,0.516,0.817,0.93,0.394,0.843,0.805,0.771,1,0,0,0
6425,182.0,1,02.04.2014,Clinical trials on medicinal products for human use,***I,Leg,Draft legislative resolution,s,Willmott ,A7-0208/2013, 2012/0192/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0208&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,594,17,13,45.0,14.0,226.0,52.0,11.0,68.0,156.0,22.0,0.789,0.452,0.828,0.912,0.333,0.819,0.8,0.629,1,0,0,0
6519,183.0,1,03.04.2014,Electronic identification and trust services for electronic transactions in the internal market,***I,Leg,Draft legislative resolution,s,Ulvskog ,A7-0365/2013,2012/0146/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0365&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,534,73,7,46.0,18.0,216.0,4.0,7.0,62.0,158.0,23.0,0.807,0.581,0.791,0.07,0.212,0.747,0.81,0.657,1,0,0,0
6522,183.0,3,03.04.2014,Statutory audit of public-interest entities,***I,Leg,Draft legislative resolution,s,Karim ,A7-0177/2013,2011/0359/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0177&language=EN,Committee on Legal Affairs,Legal affairs,vote: legislative resolution,1.0,,0,RCV,+,332,253,26,36.0,9.0,216.0,0.0,6.0,60.0,5.0,0.0,0.632,0.29,0.791,0.0,0.182,0.723,0.026,0.0,0,1,0,0
6523,183.0,1,03.04.2014,Statutory audits of annual accounts and consolidated accounts,***I,Leg,Draft legislative resolution,s,Karim ,A7-0171/2013,2011/0389/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0171&language=EN,Committee on Legal Affairs,Legal affairs,vote: legislative resolution,1.0,,0,RCV,+,339,256,27,39.0,9.0,219.0,1.0,6.0,64.0,1.0,0.0,0.684,0.29,0.802,0.018,0.182,0.771,0.005,0.0,0,1,0,0
6609,184.0,1,15.04.2014,Resolution of credit institutions and certain investment firms in the framework of a Single Resolution Mechanism and a Single Bank Resolution Fund,***I,Leg,Draft legislative resolution,s,Ferreira,A7-0478/2013,2013/0253/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0478&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,570,88,13,36.0,4.0,230.0,51.0,7.0,69.0,173.0,0.0,0.632,0.129,0.842,0.895,0.212,0.831,0.887,0.0,1,0,0,0
6611,184.0,1,15.04.2014,Technical requirements for inland waterway vessels,***I,Leg,Draft legislative resolution,s,Wortmann-Kool,A7-0145/2014,2013/0302/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0145&language=EN,Committee on Transport and Tourism,Transport & tourism,single vote,1.0,,0,RCV,+,638,22,14,51.0,12.0,234.0,56.0,10.0,73.0,174.0,28.0,0.895,0.387,0.857,0.982,0.303,0.88,0.892,0.8,1,0,0,0
6612,184.0,1,15.04.2014,Correct application of the law on customs and agricultural matters,***I,Leg,Draft legislative resolution,s,Correia de Campos,A7-0241/2014,2013/0410/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0241&language=EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,single vote,1.0,,0,RCV,+,644,15,12,52.0,19.0,234.0,56.0,12.0,74.0,171.0,26.0,0.912,0.613,0.857,0.982,0.364,0.892,0.877,0.743,1,0,0,0
6613,184.0,1,15.04.2014,Information in the field of technical regulations and rules on Information Society services,***I,Leg,Draft legislative resolution,s,Speroni,A7-0247/2014, 2010/0095/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0247&language=EN,Committee on Legal Affairs,Legal affairs,single vote,1.0,,0,RCV,+,654,10,12,53.0,20.0,236.0,54.0,12.0,74.0,174.0,31.0,0.93,0.645,0.864,0.947,0.364,0.892,0.892,0.886,1,0,0,0
6618,184.0,1,15.04.2014,Alternative fuels infrastructure,***I,Leg,Draft legislative resolution,s,Fidanza,A7-0444/2013,2013/0012/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0444&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,622,29,20,44.0,12.0,235.0,55.0,9.0,74.0,173.0,20.0,0.772,0.387,0.861,0.965,0.273,0.892,0.887,0.571,1,0,0,0
6620,184.0,2,15.04.2014,Dimensions and weights of road vehicles circulating within the Community,***I,Leg,Draft legislative resolution,s,Leichtfried ,A7-0256/2014,2013/0105/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0256&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,606,54,12,32.0,8.0,232.0,55.0,9.0,72.0,171.0,27.0,0.561,0.258,0.85,0.965,0.273,0.867,0.877,0.771,1,0,0,0
6621,184.0,1,15.04.2014,Framework for the recovery and resolution of credit institutions and investment firms,***I,Leg,Draft legislative resolution,s,Hökmark ,A7-0196/2013, 2012/0150/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0196&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,584,80,10,35.0,9.0,233.0,53.0,8.0,71.0,174.0,1.0,0.614,0.29,0.853,0.93,0.242,0.855,0.892,0.029,1,0,0,0
6622,184.0,1,15.04.2014,Undertakings for collective investment in transferable securities (UCITS V),***I,Leg,Draft legislative resolution,s,Giegold ,A7-0125/2013,2012/0168/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0125&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,607,28,34,47.0,17.0,233.0,55.0,11.0,72.0,172.0,0.0,0.825,0.548,0.853,0.965,0.333,0.867,0.882,0.0,1,0,0,0
6623,184.0,1,15.04.2014,Payment accounts,***I,Leg,Draft legislative resolution,s,Klute ,A7-0398/2013,2013/0139/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0398&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,603,21,51,14.0,16.0,233.0,56.0,10.0,74.0,174.0,26.0,0.246,0.516,0.853,0.982,0.303,0.892,0.892,0.743,1,0,0,0
6626,184.0,1,15.04.2014,Deployment of the interoperable EU-wide eCall,***I,Leg,Draft legislative resolution,s, De Backer,A7-0482/2013,2013/0166/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0482&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,538,126,10,21.0,19.0,233.0,1.0,8.0,73.0,172.0,11.0,0.368,0.613,0.853,0.018,0.242,0.88,0.882,0.314,1,0,0,0
6627,184.0,1,15.04.2014,Measures to reduce the cost of deploying high-speed electronic communications networks,***I,Leg,Draft legislative resolution,s,Herczog ,A7-0455/2013,2013/0080/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0455&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,639,18,20,53.0,20.0,235.0,56.0,10.0,74.0,174.0,17.0,0.93,0.645,0.861,0.982,0.303,0.892,0.892,0.486,1,0,0,0
6628,184.0,1,15.04.2014,Inland waterway transport,***I,Leg,Draft legislative resolution,s,Wortmann-Kool,A7-0142/2014,2013/0303/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0142&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,620,20,34,29.0,15.0,234.0,56.0,13.0,73.0,174.0,26.0,0.509,0.484,0.857,0.982,0.394,0.88,0.892,0.743,1,0,0,0
6629,184.0,1,15.04.2014,Agricultural products on the internal market and in third countries,***I,Leg,Draft legislative resolution,s,Herranz García,A7-0217/2014,2013/0398/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0217&language=EN,Committee on Agriculture and Rural Development,Agriculture ,vote: legislative resolution,1.0,,0,RCV,+,557,103,12,18.0,11.0,224.0,48.0,13.0,68.0,167.0,8.0,0.316,0.355,0.821,0.842,0.394,0.819,0.856,0.229,1,0,0,0
6630,184.0,1,15.04.2014,Active and Assisted Living Research and Development Programme,***I,Leg,Draft legislative resolution,s,Turmes ,A7-0076/2014, 2013/0233/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0076&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,638,25,10,52.0,18.0,232.0,55.0,11.0,74.0,173.0,23.0,0.912,0.581,0.85,0.965,0.333,0.892,0.887,0.657,1,0,0,0
6631,184.0,1,15.04.2014,Research and Development Programme for research performing SMEs,***I,Leg,Draft legislative resolution,s,Ransdorf ,A7-0077/2014, 2013/0232/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0077&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,646,19,7,53.0,19.0,232.0,55.0,14.0,75.0,173.0,25.0,0.93,0.613,0.85,0.965,0.424,0.904,0.887,0.714,1,0,0,0
6632,184.0,1,15.04.2014,European Metrology Programme for Innovation and Research,***I,Leg,Draft legislative resolution,s,Tzavela ,A7-0063/2014, 2013/0242/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0063&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,647,20,6,53.0,19.0,233.0,56.0,14.0,74.0,173.0,25.0,0.93,0.613,0.853,0.982,0.424,0.892,0.887,0.714,1,0,0,0
6633,184.0,1,15.04.2014,European and Developing Countries Clinical Trials Partnership Programme,***I,Leg,Draft legislative resolution,s,Ford ,A7-0064/2014,2013/0243/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0064&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,646,13,12,53.0,19.0,235.0,55.0,15.0,74.0,171.0,24.0,0.93,0.613,0.861,0.965,0.455,0.892,0.877,0.686,1,0,0,0
6634,184.0,1,15.04.2014,European Account Preservation Order,***I,Leg,Draft legislative resolution,s, Baldassarre,A7-0227/2013, 2011/0204/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0227&language=EN,Committee on Legal Affairs,Legal affairs,vote: legislative resolution,1.0,,0,RCV,+,597,33,37,24.0,16.0,230.0,53.0,10.0,72.0,171.0,21.0,0.421,0.516,0.842,0.93,0.303,0.867,0.877,0.6,1,0,0,0
6635,184.0,1,15.04.2014,Disclosure of non-financial and diversity information by certain large companies and groups,***I,Leg,Draft legislative resolution,s, Baldassarre,A7-0006/2014,2013/0110/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0006&language=EN,Committee on Legal Affairs,Legal affairs,vote: legislative resolution,1.0,,0,RCV,+,599,55,21,46.0,14.0,234.0,55.0,9.0,64.0,172.0,5.0,0.807,0.452,0.857,0.965,0.273,0.771,0.882,0.143,1,0,0,0
6777,184.0,1,15.04.2014,"Markets in financial instruments and amendment of the EMIR Regulation on OTC derivatives, central counterparties and trade repositories",***I,Leg,Draft legislative resolution,s,Ferber ,A7-0303/2012,2011/0296/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0303&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,581,26,29,50.0,15.0,227.0,51.0,10.0,66.0,159.0,3.0,0.877,0.484,0.832,0.895,0.303,0.795,0.815,0.086,1,0,0,0
6779,184.0,1,15.04.2014,Statistics in trade,***I,Leg,Draft legislative resolution,s,Martin ,A7-0457/2013,2013/0278/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0457&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,442,21,163,48.0,13.0,225.0,51.0,8.0,64.0,27.0,6.0,0.842,0.419,0.824,0.895,0.242,0.771,0.138,0.171,0,1,0,0
6780,184.0,1,15.04.2014,Securities settlement and central securities depositories,***I,Leg,Draft legislative resolution,s,Swinburne ,A7-0039/2013, 2012/0029/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0039&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,522,78,30,51.0,14.0,224.0,1.0,9.0,66.0,157.0,0.0,0.895,0.452,0.821,0.018,0.273,0.795,0.805,0.0,1,0,0,0
6781,184.0,1,15.04.2014,Marine equipment,***I,Leg,Draft legislative resolution,s,Riquet ,A7-0255/2013,2012/0358/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0255&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,598,18,13,51.0,13.0,224.0,53.0,10.0,65.0,154.0,28.0,0.895,0.419,0.821,0.93,0.303,0.783,0.79,0.8,1,0,0,0
6782,184.0,1,15.04.2014,Pressure equipment,***I,Leg,Draft legislative resolution,s,Roithová ,A7-0008/2014,2013/0221/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0008&language=EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,vote: legislative resolution,1.0,,0,RCV,+,608,16,7,51.0,15.0,226.0,53.0,10.0,65.0,156.0,32.0,0.895,0.484,0.828,0.93,0.303,0.783,0.8,0.914,1,0,0,0
6783,184.0,1,15.04.2014,Judgments in civil and commercial matters,***I,Leg,Draft legislative resolution,s,Zwiefka ,A7-0052/2014,2013/0268/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0052&language=EN,Committee on Legal Affairs,Legal affairs,vote: legislative resolution,1.0,,0,RCV,+,523,98,7,48.0,15.0,204.0,4.0,9.0,65.0,157.0,21.0,0.842,0.484,0.747,0.07,0.273,0.783,0.805,0.6,1,0,0,0
6784,184.0,1,15.04.2014,Labour force sample survey,***I,Leg,Draft legislative resolution,s,Ždanoka ,A7-0344/2013,2013/0084/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0344&language=EN,Committee on Employment and Social Affairs,Employment & social affairs,vote: legislative resolution,1.0,,0,RCV,+,592,30,3,48.0,9.0,222.0,52.0,8.0,65.0,159.0,29.0,0.842,0.29,0.813,0.912,0.242,0.783,0.815,0.829,1,0,0,0
6785,184.0,1,15.04.2014,European Maritime Safety Agency and response to pollution,***I,Leg,Draft legislative resolution,s,Taylor ,A7-0300/2013,2013/0092/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0300&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,original text,RCV,+,532,79,5,4.0,4.0,218.0,54.0,12.0,64.0,152.0,24.0,0.07,0.129,0.799,0.947,0.364,0.771,0.779,0.686,1,0,0,0
6796,185.0,1,16.04.2014,Protection of species of wild fauna and flora,***I,Leg,Draft legislative resolution,s,Groote ,A7-0087/2014,2012/0196/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0087&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,single vote,1.0,,0,RCV,+,633,17,5,52.0,19.0,226.0,54.0,16.0,71.0,163.0,32.0,0.912,0.613,0.828,0.947,0.485,0.855,0.836,0.914,1,0,0,0
6797,185.0,1,16.04.2014,Fishing opportunities and financial contribution provided for in the EU-Seychelles Fisheries Partnership Agreement,***,Leg,Draft legislative resolution,s,do Céu Patrão Neves ,A7-0201/2014,2013/0375/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0201&language=EN,Committee on Fisheries,Fisheries,vote: consent,1.0,,0,RCV,+,622,31,11,51.0,12.0,231.0,55.0,16.0,72.0,167.0,18.0,0.895,0.387,0.846,0.965,0.485,0.867,0.856,0.514,1,0,0,0
