Vote ID;File;Order of vote;Date;O'clock;Title;Title_Ro;Title_Fr;Title_German;Title_Polski;Procedure;Leg/Non-Leg/Bud;Type of Vote;Voting Rule;Rapporteur;Code;interinstitutional file number;Link;Committee responsabile;De/Policy area;Subject;Subject_ro;Subject_fr;Subject_ger;Subject_pl;"Final vote?";Am No.;Author;RCV;Vote;Yeas;No;Abs
4387;104;19;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 30;;;;;0;24;Greens/ EFA;RCV;-;168;448;83
4388;104;20;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 31;;;;;0;25;Greens/ EFA;RCV;-;83;500;110
4389;104;21;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 31;;;;;0;;original text;RCV;+;414;234;53
4390;104;22;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 32;;;;;0;;original text;RCV;+;454;187;58
4391;104;23;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;After paragraph 32;;;;;0;43;EUL/NGL;RCV;-;109;538;50
4392;104;24;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 33;;;;;0;26;Greens/ EFA;RCV;-;168;434;95
4393;104;25;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 34;;;;;0;44D;EUL/NGL;RCV;-;175;467;47
4394;104;26;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 34;;;;;0;27;Greens/ EFA;RCV;-;171;454;75
4395;104;27;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 35;;;;;0;28;Greens/ EFA;RCV;-;167;442;84
4396;104;28;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 35;;;;;0;;original text;RCV;+;379;280;38
4397;104;29;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 36;;;;;0;;original text;RCV;+;448;136;114
4398;104;30;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;After paragraph 44;;;;;0;33;Greens/ EFA;RCV;-;201;462;32
4399;104;31;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 46;;;;;0;35;Greens/ EFA;RCV;-;116;509;74
4400;104;32;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 48;;;;;0;37;Greens/ EFA;RCV;-;181;423;92
4401;104;33;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 48;;;;;0;8;S&D;RCV;-;139;520;37
4402;104;34;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;After paragraph 48;;;;;0;9;S&D;RCV;+;443;207;44
4403;104;35;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;After paragraph 48;;;;;0;45;EUL/NGL;RCV;-;111;542;46
4404;104;36;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 49;;;;;0;38S;Greens/ EFA;RCV;-;250;416;30
4405;104;37;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;After paragraph 49;;;;;0;10;40+MEPs;RCV;-;263;399;37
4406;104;38;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;vote: resolution;;;;;1;;0;RCV;+;386;237;74
4407;104;1;23.11.2016;;EU strategic communication to counteract anti-EU propaganda by third parties;;;;;;Non;Motion for resolution;s;Fotyga;A8-0290/2016;2016/2030/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0290&language=EN;Committee on Foreign Affairs;Foreign and security policy;vote: resolution;;;;;1;;0;RCV;+;304;179;208
4408;104;1;23.11.2016;;Sign language and professional sign language interpreters;;;;;;Non;Motion for resolution;s;0;B8-1230/2016;2016/2952/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2016-1230&language=EN;0;Internal market & consumer protection;vote: resolution;;;;;1;;0;RCV;+;661;6;23
4409;104;1;23.11.2016;;Objection pursuant to Rule 106 : Renewing the approval of the active substance bentazone;;;;;;Non;Motion for resolution;s;Poc;B8-1228/2016;2016/2978/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2016-1228&language=EN;Committee on the Environment, Public Health and Food Safety ;Environment & public health;vote: resolution;;;;;1;;0;RCV;+;361;289;28
4410;105;1;24.11.2016;;Situation of the Guarani-Kaiowá in the Brazilian State of Mato Grosso do Sul ;;;;;;Non;Motion for resolution;s;0;RC-B8-1260/2016;2016/2991/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2016-1260&language=EN;0;Foreign and security policy;Paragraph 1;;;;;0;2;EUL/NGL;RCV;-;110;402;40
4411;105;2;24.11.2016;;Situation of the Guarani-Kaiowá in the Brazilian State of Mato Grosso do Sul ;;;;;;Non;Motion for resolution;s;0;RC-B8-1260/2016;2016/2991/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2016-1260&language=EN;0;Foreign and security policy;Paragraph 4;;;;;0;3;EUL/NGL;RCV;-;137;435;22
4412;105;3;24.11.2016;;Situation of the Guarani-Kaiowá in the Brazilian State of Mato Grosso do Sul ;;;;;;Non;Motion for resolution;s;0;RC-B8-1260/2016;2016/2991/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2016-1260&language=EN;0;Foreign and security policy;Paragraph 10;;;;;0;4;EUL/NGL;RCV;+;295;286;20
4413;105;4;24.11.2016;;Situation of the Guarani-Kaiowá in the Brazilian State of Mato Grosso do Sul ;;;;;;Non;Motion for resolution;s;0;RC-B8-1260/2016;2016/2991/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2016-1260&language=EN;0;Foreign and security policy;Paragraph 10;;;;;0;4;EUL/NGL;RCV;+;293;292;13
4414;105;5;24.11.2016;;Situation of the Guarani-Kaiowá in the Brazilian State of Mato Grosso do Sul ;;;;;;Non;Motion for resolution;s;0;RC-B8-1260/2016;2016/2991/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2016-1260&language=EN;0;Foreign and security policy;After paragraph 10;;;;;0;5;EUL/NGL;RCV;-;123;459;22
4415;105;6;24.11.2016;;Situation of the Guarani-Kaiowá in the Brazilian State of Mato Grosso do Sul ;;;;;;Non;Motion for resolution;s;0;RC-B8-1260/2016;2016/2991/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2016-1260&language=EN;0;Foreign and security policy;After recital F;;;;;0;1;EUL/NGL;RCV;-;154;436;20
4416;105;1;24.11.2016;;Macro-financial assistance to Jordan;;;;;***I;Leg;Draft legislative resolution;s;Maurel;A8-0296/2016;2016/0197/COD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0296&language=EN;Committee on International Trade;International trade;vote: legislative resolution;;;;;1;;0;RCV;+;540;29;52
4417;105;1;24.11.2016;;Activities and supervision of institutions for occupational retirement provision;;;;;***I;Leg;Draft legislative resolution;s;Hayes;A8-0011/2016;2014/0091/COD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0011&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;vote: legislative resolution;;;;;1;;0;RCV;+;512;70;40
4418;105;1;24.11.2016;;Situation in Syria;;;;;;Non;Motion for resolution;s;0;B8-1123/2016;2016/2933/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2016-1123&language=EN;0;Foreign and security policy;B8-1123/2016;;;;;0;;ENF;RCV;-;60;538;21
4419;105;1;24.11.2016;;Situation in Syria;;;;;;Non;Motion for resolution;s;0;RC-B8-1249/2016;2016/2933/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2016-1249&language=EN;0;Foreign and security policy;After paragraph 1;;;;;0;1;ENF;RCV;-;123;471;26
4420;105;2;24.11.2016;;Situation in Syria;;;;;;Non;Motion for resolution;s;0;RC-B8-1249/2016;2016/2933/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2016-1249&language=EN;0;Foreign and security policy;After paragraph 3;;;;;0;2;ENF;RCV;-;58;468;94
4421;105;3;24.11.2016;;Situation in Syria;;;;;;Non;Motion for resolution;s;0;RC-B8-1249/2016;2016/2933/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2016-1249&language=EN;0;Foreign and security policy;Paragraph 8;;;;;0;;original text;RCV;+;614;12;0
4422;105;4;24.11.2016;;Situation in Syria;;;;;;Non;Motion for resolution;s;0;RC-B8-1249/2016;2016/2933/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2016-1249&language=EN;0;Foreign and security policy;Paragraph 14;;;;;0;;original text;RCV;+;465;145;8
4423;105;5;24.11.2016;;Situation in Syria;;;;;;Non;Motion for resolution;s;0;RC-B8-1249/2016;2016/2933/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2016-1249&language=EN;0;Foreign and security policy;vote: resolution;;;;;1;;0;RCV;+;506;77;42
4424;105;1;24.11.2016;;EU-Turkey relations;;;;;;Non;Motion for resolution;s;0;RC-B8-1276/2016;2016/2993/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2016-1276&language=EN;0;Foreign and security policy;Paragraph 1;;;;;0;4;ENF;RCV;-;91;505;25
4425;105;2;24.11.2016;;EU-Turkey relations;;;;;;Non;Motion for resolution;s;0;RC-B8-1276/2016;2016/2993/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2016-1276&language=EN;0;Foreign and security policy;Paragraph 1;;;;;0;;original text;RCV;+;496;76;43
4426;105;3;24.11.2016;;EU-Turkey relations;;;;;;Non;Motion for resolution;s;0;RC-B8-1276/2016;2016/2993/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2016-1276&language=EN;0;Foreign and security policy;Paragraph 6;;;;;0;5;ENF;RCV;-;89;465;65
4427;105;4;24.11.2016;;EU-Turkey relations;;;;;;Non;Motion for resolution;s;0;RC-B8-1276/2016;2016/2993/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2016-1276&language=EN;0;Foreign and security policy;After recital G;;;;;0;3;ENF;RCV;-;67;533;22
4428;105;5;24.11.2016;;EU-Turkey relations;;;;;;Non;Motion for resolution;s;0;RC-B8-1276/2016;2016/2993/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2016-1276&language=EN;0;Foreign and security policy;vote: resolution;;;;;1;;0;RCV;+;479;37;107
4429;105;1;24.11.2016;;Motions for resolutions - EU accession to the Istanbul Convention on preventing and combating violence against women;;;;;;Non;Motion for resolution;s;0;B8-1229/2016;2016/2966/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2016-1229&language=EN;0;Foreign and security policy;vote: resolution;;;;;1;;0;RCV;-;115;489;8
4430;105;1;24.11.2016;;Motions for resolutions - EU accession to the Istanbul Convention on preventing and combating violence against women;;;;;;Non;Motion for resolution;s;0;B8-1235/2016;2016/2966/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2016-1229&language=EN;0;Foreign and security policy;Paragraph 10;;;;;;;original text;RCV;+;497;84;38
4431;105;2;24.11.2016;;Motions for resolutions - EU accession to the Istanbul Convention on preventing and combating violence against women;;;;;;Non;Motion for resolution;s;0;B8-1235/2016;2016/2966/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2016-1229&language=EN;0;Foreign and security policy;Paragraph 11;;;;;;;original text;RCV;+;486;80;43
4432;105;3;24.11.2016;;Motions for resolutions - EU accession to the Istanbul Convention on preventing and combating violence against women;;;;;;Non;Motion for resolution;s;0;B8-1235/2016;2016/2966/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2016-1229&language=EN;0;Foreign and security policy;vote: resolution;;;;;1;;0;RCV;+;516;54;52
4433;105;1;24.11.2016;;Activities of the European Ombudsman in 2015;;;;;;Non;Motion for resolution;s;Marias;A8-0331/2016;2016/2150/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0331&language=EN;Committee on Petitions;Petitions;After paragraph 3;;;;;0;8;Greens/ EFA;RCV;+;414;203;4
4434;105;2;24.11.2016;;Activities of the European Ombudsman in 2015;;;;;;Non;Motion for resolution;s;Marias;A8-0331/2016;2016/2150/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0331&language=EN;Committee on Petitions;Petitions;Paragraph 23;;;;;0;;original text;RCV;+;517;55;48
4435;105;3;24.11.2016;;Activities of the European Ombudsman in 2015;;;;;;Non;Motion for resolution;s;Marias;A8-0331/2016;2016/2150/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0331&language=EN;Committee on Petitions;Petitions;After recital L;;;;;0;7;Greens/ EFA;RCV;+;610;3;3
4436;105;4;24.11.2016;;Activities of the European Ombudsman in 2015;;;;;;Non;Motion for resolution;s;Marias;A8-0331/2016;2016/2150/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0331&language=EN;Committee on Petitions;Petitions;After recital L;;;;;0;7;Greens/ EFA;RCV;-;264;340;12
4437;105;5;24.11.2016;;Activities of the European Ombudsman in 2015;;;;;;Non;Motion for resolution;s;Marias;A8-0331/2016;2016/2150/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0331&language=EN;Committee on Petitions;Petitions;vote: resolution;;;;;1;;0;RCV;+;557;24;44
4438;105;1;24.11.2016;;Towards a definitive VAT system and fighting VAT fraud;;;;;;Non;Motion for resolution;s;Langen;A8-0307/2016;2016/2033/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0307&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;vote: resolution;;;;;1;;0;RCV;+;459;87;74
4439;105;1;24.11.2016;;EU action plan against wildlife trafficking;;;;;;Non;Motion for resolution;s;Bearder;A8-0303/2016;2016/2076/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0303&language=EN;Committee on the Environment, Public Health and Food Safety;Environment & public health;Paragraph 55;;;;;0;;original text;RCV;+;570;34;8
4440;105;2;24.11.2016;;EU action plan against wildlife trafficking;;;;;;Non;Motion for resolution;s;Bearder;A8-0303/2016;2016/2076/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0303&language=EN;Committee on the Environment, Public Health and Food Safety;Environment & public health;Paragraph 56;;;;;0;;original text;RCV;+;471;83;52
4441;105;3;24.11.2016;;EU action plan against wildlife trafficking;;;;;;Non;Motion for resolution;s;Bearder;A8-0303/2016;2016/2076/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0303&language=EN;Committee on the Environment, Public Health and Food Safety;Environment & public health;Paragraph 58;;;;;0;;original text;RCV;+;597;1;15
